review_title,review_body,rating,review_date
Great performance from Kirin Kiki in her final role,"Shoplifters: A non-nuclear family drama infused with humour set in Tokyo. We have Grandma Hatsue (Kirin Kiki)who subsidies the rest of the clan with her pension, the father Osamu (Lily Franky) is a casual labourer, he teaches son Shota (Kairi Jó) to shoplift while he causes distractions, mother Nobuyo (Sakura Ando) works in a laundry and steals valuables left in pockets, her sister Aki (Mau Matsuko) serves as a hostess in a bar. Their relationships is left open to question but they function as a family.

Coming home from a shoplifting expedition, Osamu and Shota find a cold and hungry young girl, Yuri (Miyu Sasaki), they bring her home and feed her. They try to return her home but Nobuyo hers Yuri's parents quarrelling and violence occurring. They decide to keep Yuri after discovering bruises on her arms. Life continues, Yuri becomes part of the family, Shota uses her as distraction during pilfering escapades. Then Yuri appears on TV, social services have discovered that she has been missing for two months without her parents reporting it.

A tale of family life in Japan, how family isn't always those who are related to you, rather they are the ones who care for you. Even when Osamu is injured at work and Nobuyo loses her job they don't abandon Yuri. There is an interdependence going on here, Grandma doesn't want to die alone so she allows this ersatz family to live with her. But even she has her own secrets. At different levels the houses adult inhabitants are exploiting as well as caring for eachother. This is at times a satire about Japanese family life and the dichotomies between supposed familial responsibilities in theory and in actuality.

A great performance from Kirin Kiki in her final role before she died earlier this year. Kairi and Miyu are covoncing as children who have had a hard life but are moving beyond it. Mostly cramped shots in the small house or dark shops contrasted with wider, brighter, pans along the banks of the River. Directed by Hirokazu Kore-eda, Shoplifters deservedly won the Palme d'Or at Cannes in 2018. 9/10.",9.0,26 November 2018
"Is blood thicker than water? (Thank you for everything, Kirin Kiki)","I think the reviews already sums up quite good how stunning this film is. In addition to extraordinary cinematographic work and music (!!!), Hirokazu Koreeda raises a lot of difficult, though important questions, leaving you thinking about your own moral values and the idea of a family. All wrapped up in a simple, well written and beautiful plot.

However, I would like to draw som more attention to Kirin Kiki and yet another one of her amazing interpretations. Only four months after the premier at Cannes, Kiki died, at the age of 75. In some strange way I get the sense that both Koreeda and Kiki somehow knew this was going to happen, during the creation of Shoplifters. It may sound far fetched, but keep it in mind while watching.",9.0,16 November 2018
What does family mean ?,,9.0,22 February 2019
"""Honest"" Thieves","Imagine yourself on the margins of economic well being. You're jammed into very small living quarters with barely an inch to yourself. Your work is unskilled and insecure. Your life lacks most of the things everyone else seems to take for granted. Nevertheless, you do have some, if small, control in the way you live your life. In the absence of blood family you choose an odd collection of other people similarly dispossessed. You have a kind of happiness and non-judgmental regard from those companions. Fortified, you begin to supplement your thin earnings with shop lifting. This becomes an exciting little game that you then begin to teach to a couple of child waifs and strays you take into your care. They delight you and they love you. Perfect, hey? We know it isn't. We watch unsurprised when the whole venture starts to unravel. Love lives on though. Even the thief is honest. This film is a compassionate treatment of a difficult subject. It is a little rough around the edges but a satisfying entertainment nevertheless.",7.0,15 December 2018
A Family of Shoplifters,An incredible film about the beauty of the bond between a family. This film is simultaneously heartbreaking and heart-warming.,8.0,4 August 2021
Stole my heart.,"'Shoplifters (2018)' is a slice-of-life drama focusing around an unconventional family and their unconventional methods of adoption - which the government technically define as kidnapping. The piece posits that you can actually choose your family, and that the bond between these chosen family members may be even stronger than between biological ones. It explores how victims of abuse can band together to make sure the same thing never happens to someone else, how giving birth doesn't automatically make you a mother and how being forced into conventional dynamics can actually be more harmful than helpful. The majority of the run-time is dedicated to the everyday lives of the focal characters. It's not particularly remarkable but it's always oddly engaging. This is primarily because the piece does a tremendous job in dealing out its exposition, slowly but satisfyingly unveiling the true nature of each individual, their group dynamic and the events that lead to the overall current state of affairs. Indeed, every core player seems markedly 'real', which is probably how you're able to empathise with them so easily. This is the case even when they make questionable decisions, for you always understand their situation and - if you pay attention - actually have a rather keen insight into their motivations, too. It's remarkably nuanced right up until its gut-punching finale, which realistically unravels the idealistic status-quo to bittersweet effect. In some ways, this final act feels like the real 'story' of the feature - if this is the case, things don't really get moving until over ninety-minutes in. However, the movie operates as a kind of ensemble-based character-study. The large amount of screen-time dedicated to each character, and to the overall group, never feels wasted. In fact, this meandering development actually is the narrative. It's unconventional, sure, but it works. Of course, the thing isn't the most exciting, gripping or, even, emotional affair to be released. It isn't really trying to be, though. Its focus is on realism and an, essentially, unbiased portrayal of a family operating on the fringes of society. It's often funny, usually charming and always enjoyable. Plus, it's easy to get invested in its disparate set of castaways. 7/10.",7.0,23 August 2019
Beautiful,"A beautiful, warm, and touching look at humanity through the lens of a group of people at the bottom of the socioeconomic ladder. It's not immediately apparent, but it's a small group of strangers who have formed this family unit which includes those of all ages, from a grandma down to a couple of children, one of whom has been rescued/kidnapped from abusive parents. A couple of them make money at menial jobs, one is a worker in a sad little sex club, another collects her dead husband's pension, and most of them supplement their income by stealing things. Director Hirokazu Kore-eda gives us a deeply humanistic film with these characters, but he doesn't idealize them. He shows us selfish, greedy, and manipulative behavior to go along with sacrifice and genuine love. There are so many threads beyond family and parenting, including hardships of abuse, alienation, and being a low-paid worker in a capitalistic society. For a film with such dark elements, there is a calm, benevolent acceptance of it all though, as if Kore-eda was looking down on humanity from up high.

Sakura Ando is absolutely gorgeous in this film, turns in a brilliant performance, and has some very sweet lines too. I almost melted when she hugged the abused little girl and said: ""The reason they hit you isn't because you are bad. If they say they hit you because they love you, that is a lie. If they love you, if they really love you, this is what you do..."" When you think of how such a group might be conceived of or portrayed, there is a sense of inversion when they act in these sublime, empathetic ways. We also see this in little moments like the sex worker hugging a clearly scarred regular patron, and when the shopkeeper who notices the kids stealing lets them go, simply warning the boy not to let his sister do that.

The angle the film takes relative to family is an interesting one. To choose your own family may be better and more meaningful than the 'real thing', but on the other hand, given the circumstances and how the group lives outside the law, there is a tenuous fragility about it. The film also explores simply surviving as an individual in a tough world, but in surviving, needing to cling to others, to do what's right for them as much as oneself, and to love them. These things reflect the human condition so perfectly that the film has a powerful aura about it. Highly recommended.",9.0,1 October 2019
Intriguing,"This film seems to have whooshed over the heads of quite a few reviewers who seem to be disappointed it's not an actioner or a porno. I found its mix of social comment and surrealism intriguing, it keeps you guessing while revealing a side of Japan you don't often see in films.",7.0,21 March 2020
Overrated,"An exercise in cheap shocks without anything holding together the disparate characters and their meandering arcs. This movie portrays a bunch of poor individuals living in the fringes of urban society and surviving by any means possible. Their relationships are suspect, there is some mystery in the proceedings as to their motivations or what drives them which never comes effectually in any of the slow burn sequences. It's just one mini episode after another, each one adding nothing to the feel or message of the movie. You don't care particularly for any one character since the focus shifts constantly from one to another without any cohesive thread holding it tight. The final half an hour is clumsily written and staged, the revelations cheapen the whole experience and feel engineered to evoke a response plus the movie's languid pace does not pay off at all in the end. Visuals are not arresting, it could be Tokyo or Thailand or China or wherever, there is nothing redeeming in this movie. It's shlock and shock and meandering and boring.",5.0,11 January 2019
Powerful,"This film tells the story of a family who takes in a young girl they found on the street.

The story is slow, but as it unfolds, it gets increasingly interesting. I could not imagine the plot to end up like this. The ending is very powerful. It really exposes how the lowest social class struggle to stay alive. It is a very sad story.",,24 November 2018
Many Ways to Make a Family,"""Shoplifters"" is a simply wonderful movie about the many ways people can go about defining what it means to be family.

The family in this film ekes out an existence in modern-day Tokyo. They have jobs, but they supplement their livelihood by stealing and scrounging. They seem to live by their own moral code. They're not bad people -- in fact, in some ways they're quite good people -- but they do things others would consider to be bad, and they're not overly concerned about hurting others along the way, albeit usually not in major ways. What we learn about them in regular and subtle reveals over the course of the film is that none of them are actually related by blood, yet they've cobbled together a family full of more closeness, happiness, and solidarity than any of them has with those they're related to in the traditional sense.

""Shoplifters"" is my favorite kind of movie because it suggests that people can be many things at once and defy categorization. We learn to know these folks, warts and all, and it's up to us how to feel about them. The movie doesn't make decisions for us. I sort of fell in love with them, and while I didn't necessarily condone all of the things they did, I felt terrible at the end that the life they managed to build together out of unlikely circumstances couldn't continue.

In a movie full of excellent performances, the one I can't get out of my head is that of Sakura Ando as the ""mother."" When we first meet her, it seems like she might be the coldest and most detached of the group, but by the movie's end we realize how responsible she is for holding everything together. It's a shame a performance like hers is too off the beaten path to ever be considered for Oscar attention, because she deserves it. The film itself is up for Best Foreign Language Film at the 2018 Oscars. It won't win, but it doesn't need an award to validate its greatness.

Grade: A+",10.0,5 February 2019
