review_title,review_body,rating,review_date
A Teenage Soap Opera in Space,,6.0,5 June 2024
Not worth your time,"Much better productions to watch. Just so bad now. The Acolyte storyline & characters unengaging or poorly developed. The plot lacks coherence, characters fall flat and underdeveloped, and the pacing is off, a uneventful overall viewing experience. Additionally, the technical aspects like poor special effects, uninspired cinematography, and weak dialogue also contributes to it being a poor series to spend time on. Disney has failed its fans with this latest release. Poor choices for actors and their characters. Its a shame that this has happened and what an insult to Mr. George Lucas who let this go years ago. He should acquire it back asap.",1.0,13 June 2024
This is not the Star Wars you are looking for,"I will not go in details on why this is terrible and waste your time after wasting mine watching this. But I had the same expression Krusty the clown had after watching Worker and Parasite. It feels like the people who signed off on the script were half awaken at 2h00 am just like I did with my parents when I had a bad report card. I can only imagine what could have been done with all those resources put in to this. There are some positives, the music and colors are ok. I don't want to bash this more than it deserve knowing full well that Star Wars has been a hit or miss on different occasions but one of my concerns is that this sets the bar so low that we might see anything else after this as a masterpiece.",1.0,13 June 2024
Jar Jar Binks was a museum masterpiece next to this,"Meesa no lika dis doodoo.

I mean seriously what were they thinking? Have they even watched what they produced?? The acting and writing are horrible they have completed destroyed this franchise! I mean come on it isnt hard to make entertaining star wars there are 1000's of stories surrounding this universe..

They could just copy the story of The Old Republic and have the most successful modern day star wars story with this production budget. But Nope. Seems they think they can do better with some teenage soap opera. Do they even have a passion for Star Wars? And even if its to recover the cost of purchasing the license, you can't even milk the franchise with such low quality efforts...

I do not recommend watching this, you will have a much better time putting Jar jar binks scenes on loop for 3 hours instead of watching the 3 currently released episodes...",1.0,13 June 2024
Any fan could do it better.,,2.0,11 June 2024
I made an account just to rate this junk,"That's right, I didn't have an account until this morning but had to create one so I could warn everyone to stay away from this junk. Banging your head on the wall would be a better use of your time than watching this. Episode 3 was awful. After watching I quickly got my VCR out and watched the Holiday Special from the late 70s so I could feel good about Star Wars again. Yes, it was that bad. I was longing for Bea Arthur and Harvey Korman to show up and save this show. Witches? Seriously? The Wicked Witch from the West was more enjoyable than these ""witches"". I don't get it, all the money they spend and they can't hire anyone with any talent to come up with something creative, or at least interesting. Boring, uncreative, lame storyline, nothing new or original, just the same old story lines. EXTREMELY disappointed, no reason to keep Disney+ any more. Can it get any worse?",1.0,12 June 2024
So far the most disappointing SW series ever,"After three episodes I really don't know where to start. Good things: it's in Star Wars Universe (at least it should be) Carrie-Anne Moss was also very classy in the beginning and I was glad to see her performing so well. But that's it then about the good things. It went so quickly for the 5 star dinner into the fast food department. The story is just childish and makes not much sense. Actors mediocre at their best. Nothing new nor interesting aspects in the show. I don't know what's the target audience, at least it's not made for the Star Wars fans at all. Light years behind Andor, Mandalorian and others.",,13 June 2024
I would not recommend this to my worst enemy,"From a creative standpoint and the way the lore is being disrespected, I cannot with good faith recommend this to my worst enemy. This cannot be canon to the Star Wars franchise. The writing is lackluster, the virtue signaling is unnecessary and the visuals are not even remotely pleasing. The only part I could kind of give props to is the action scenes but even then is only a small part of what is really just a giant dumpster fire.

I would rather watch the original trilogy and the animated series of stars wars. Even the video games are much better than this series. I really hope the producers and writers can do better and create something that values their core audience instead of sending a message.",1.0,13 June 2024
Agenda filled mess,"Bad, predictable Plot, poor Character writing and weird pacing.

""The Acolyte,"" the latest addition to the Star Wars universe by Leslie Headland, is a colossal disappointment. The plot is painfully predictable, following a tired and uninspired storyline that does little to engage viewers. It's clear that the show is more focused on ticking boxes for Diversity, Equity, and Inclusion than on crafting a compelling narrative. This forced agenda overshadows any potential the show might have had, resulting in a contrived and unconvincing storyline.

The pacing in the first two episodes is dreadful, dragging along without any real momentum. The fight choreography is stiff and overly choreographed, making action scenes feel forced and unexciting. The characters are one-dimensional, with every male character portrayed as dumb and incompetent, a blatant attempt to undermine them rather than create strong, multifaceted female characters.

The show's attempt to be progressive comes off as pandering, and the lack of depth in its characters and story is glaringly obvious. ""The Acolyte"" feels more like a box-ticking exercise than a genuine addition to the Star Wars lore. If you're looking for a captivating and thrilling Star Wars experience, this isn't it. Save yourself the time and skip this poorly executed mess.",2.0,10 June 2024
What have they done to my favourite franchise?,"Star Wars is about leaving your own reality and entering a magical Star Wars universe that got me and many others so excited since the 80s (in my case). This is not Star Wars. I don't know what it is. It's an absolute disgrace that these creators are making a living from ruining something that used to be so perfect. I hope this is the breaking point for the current creators. That's the only positive I can derive from this absolute mess! It's one thing for Disney to ruin all of the best classic cartoon classics like the Little Mermaid etc, it's another to do it to something so precious as Star Wars.",1.0,13 June 2024
the downfall of starwars,"Probably the worst thing ive ever seen in my life (star wars related). Makes me want to cancel my disney + account.

Content and Structure The book is divided into two main sections. The first part is dedicated to the theory behind cooking, where Nosrat explains the roles of the four elements:

Salt: Enhances flavor.

Fat: Delivers flavor and creates texture.

Acid: Balances flavors.

Heat: Determines the texture of food.

Each section is rich with scientific explanations, personal anecdotes, and practical advice. Nosrat's approachable writing style makes complex concepts easy to understand and apply.",1.0,13 June 2024
Sad to see that it's HORRIBLE,"Starwars has continued to make new shows that are very entertaining. However the acolyte takes Ali's back 100 years before the fall of the republic which is quite neat. All this to say some how Disney scribed it up. The show has extremely poor writing and an uninteresting sorry. Not to mention the story has a contradiction ever 2 minutes. There is no build up and Disney some how expects us to become. Attached with the characters. Besides all of that the show just gives an unlikable vibe

This rating is made 3 episodes in so it may change.

The positives: I really like how starwars decided to go back in time rather than continuing to go foward

I love the costume designs.",2.0,12 June 2024
Some of these reviewers are easily pleased,,1.0,13 June 2024
Sorry but what,,,12 June 2024
Solid start,"Production values closer to Andor than Obi-Wan this series works a good standalone project that doesn't require a load of fan service connections to enjoy. This is first live action attempt in the Disney era that is removed from the Skywalker Era and it's a refreshing to watch a Star Wars story that doesn't need a ""I remember him"" moment to cary the story.

The first two episodes are a slow burn, so I'll reserve final judgment when the entire series is over, but it's excellent start and something different from the normal Star Wars fair. I suspect Star Wars who aren't obsessed with politics will enjoy it.",8.0,5 June 2024
"Solid start, could go either way","Most of the negative reviews here were popping up well before the episodes even dropped, so that tells you what you should know about the objectivity of most of them.

It's a decent start to a show, nothing mind-blowingly amazing, but nothing bad either. Some promising performances and fight scenes that show the potential of where this show could go. It brings a lot of questions to the forefront that the show will seek to answer over this first season, and I'm intrigued by the possibilities. Ignore the reviews that speak of political ideology, because it objectively features no politics of any kind.

My guess would be that most of these negative reviews came from individuals whose minds were made up when the trailers first debuted. Ignore them, and frankly ignore mine, too. Go into this with an open and undecided mind. If you don't like it, fine. Not everything works for everyone and that's the way it goes. But don't let your enjoyment of something be determined by the opinions of a faceless and nameless crowd that have made it fairly clear they aren't concerned with engaging this show on any level other than a biased one.",7.0,5 June 2024
Watch through your fingers. The horror!,"The latest installment in the Star Wars saga, directed by an untalented amateur, has unfortunately inflicted unbearable activist messages throughout its runtime, marring the once-beloved franchise beyond recognition. Gone is the charm, excitement, and captivating storytelling that defined the original trilogy and its predecessors; instead, we are subjected to a disjointed and nonsensical plot that blatantly pushes a leftist agenda at every turn. The dialogue, written with the finesse of a child, grates on the ears, while the acting ranges from awkward to downright abysmal. Characters that were once iconic have been reduced to mere mouthpieces for the director's personal beliefs, delivering forced and preachy speeches that insult the intelligence of the audience. The film bears no resemblance to the Star Wars of the past, stripping it of its essence and transforming it into a hollow vessel for political indoctrination. It is a deeply disappointing and misguided effort that betrays the legacy of the beloved franchise and will undoubtedly leave fans feeling cheated and disillusioned.",1.0,12 June 2024
A Script Doctor and Ghostwriter's take on the Acoylte,"As a former working script doctor and ghostwriter, my advice to the writing team, read ""Save the Cat"" and their beat sheet on ""A New Hope."" The beat sheet highlights the hero's journey.

The Acolyte's inciting incident is not even in the series. The inciting incident is actually all the films and books that came before. The series is counting on us on being hooked to Star Wars. That is what propels us to watch. That is the inciting incident. In an attempt to be all inclusive it excludes the most important thing of all, the Star Wars lore, the history and continuity.

Stop forcing exposition, diversity, and show don't tell. It's okay to have a story that explores social themes if done right. Don't tell the audience what we need to feel. Show us and the emotion will come naturally.",1.0,12 June 2024
I Know Kung Fu,"Two episodes in and all I can think about is how much this series seems to have ripped off scenes from The Matrix. Having Carrie-Anne Moss effectively play Trinity again but dressed in a Jedi robe was bizarre and ridiculous.

The martial arts direction they appear to be trying to take for this series' action scenes makes for a strange and jarring choice. Even the non-Jedi characters seem to be experts in kung fu. It doesn't feel like Star Wars at all.

Much of the dialogue sounds flat, as if it were straight from a high school drama production.

I laughed hard at the scenes with Torbin, a levitating Jedi master, in the second episode. The makeup department takes a very young actor and gives him a terrible fake beard and receding hairline to make him look like an old man. It looks like something from an SNL sketch.

Overall, the show is generally uninteresting and at times laughable. This is the reason I will probably watch to the end, just to see how bad it gets.

So, it falls into the 'so bad it's good' category but I'm not sure that what the creators were going for.",3.0,6 June 2024
"Without Dave, Star Wars is nothing it seems.","I was so hopeful but after watching the first three episodes, it seems this show is just going to be another forgettable series that taints an otherwise well fleshed out and loved franchise. Yes there is other content which is less than perfect from Star Wars but this is by far the least interested I've been in almost 25 years. Unless by the end there is a definitive resolution to the series, I'm not sure I'll trust anything that's not written or co-written by Dave Filoni any more. The third episode especially was completely unnecessary as we had all of the information given to us already. It did not add anything besides a visual to go with the idea, especially since we now need to see none of the characters introduced in this episode again.

I don't write many reviews but I feel the need to contribute to the general feedback which I hope will give Disney a push back in the right direction.",1.0,13 June 2024
The end is near,"The Acolyte, the latest installment in the Star Wars franchise, is a devastating blow to the fandom. It completely misses the essence that made Star Wars a cultural phenomenon. The characters are shallow, the plot is incoherent, and the series seems to prioritize ticking boxes over crafting a compelling story. It's disheartening to see beloved lore mishandled so badly. The pacing is inconsistent, and the dialogue often feels forced and unnatural, lacking the wit and charm that once defined Star Wars. The decisions made in this show seem out of touch with what fans have cherished for decades. The Acolyte might be the final nail in the coffin for long-time fans, leaving us with a lingering sadness and a fear that Star Wars may never recover from this low point. Watching this show feels like witnessing the end of an era, one where the magic and excitement of Star Wars have been replaced by mediocrity and disillusionment. It's a harsh reminder that even the most beloved franchises can falter, and sadly, it seems Star Wars has reached an all-time low with The Acolyte.",1.0,13 June 2024
The final nail in the coffin.,Hope is not or else this is the final nail in the coffin for me regarding Star Wars future shows. Give up after watching the initial pilot episodes. How can someone even imagine coming out with such a lousy show. Total waste of time watching this ridiculously uninspired new series. Show start right off with scripts taken right off the typical Martial arts movie and then ended up with all kind of weird plots as if the producers were too lazy to think and just let AI to generate the script. By now I am truly convince that the top brass in Disney will not continue to stop destroying whatever is still left of our beloved Star Wars memories.,1.0,10 June 2024
The writing,"Is so beyond terrible and not only that it feels like the people that made this have never watched star wars. Disney taking ownership of star wars was the worst thing that ever happened to it. The only new one I kind of liked was the one with Adam Driver in it. Heck I wasn't even a huge fan of the original star wars, so It's not like I have a huge fan bias. I'm more into Star Trek.

My bar when it comes to sci fiction is extremely low. I don't need great CGI and the actors don't need to be perfect. I just want a well written and though out show. Did all the good writers for shows and movies die out not long ago?",,8 June 2024
Pretty into it!,"It's not perfect, but, y'know, not everything is. There's a lot of really cool work going on; love the characters (though Vernestra feels.. off). Gorgeous show, entertaining mystery, wonderful vibes. There's some editing weirdness. Some really cool EU pulls. Really great costuming and set work, and some real cool ships. Really interested in Sol, and I'm really interested to see where they go with the Sith in this stuff. There's a bit of stilted dialogue, but overall it comes together and works really well, at least for me.

I literally have no idea what some of these reviewers are talking about.",9.0,4 June 2024
Stop the unnecessary hate,I'm willing to bet the vast majority of reviewers on here haven't even watched the first five minutes of this series. If you actually paid any sort of attention to it you would find it is a decent show certainly not as good as andor but I mean what did you expect I doubt we'll ever get something on the same level as andor again. It was miles better than Ashoka and honestly I'm intrigued to find out more in the acolyte on Wednesday. To all those who are put off by the reviews please give this show a go it really isn't bad at all and if you made it through Ashoka you can easily make your way through the acolyte. Looking forward to Wednesday.,7.0,7 June 2024
Missed opportunity,"It disappoints with its slow pacing and underdeveloped characters. Despite its intriguing High Republic setting, the narrative is disjointed and fails to engage. Key characters lack depth and clear motivations, making it hard to connect with their journeys. Dialogue often feels forced and unnatural, detracting from the story's immersion. While some scenes are visually stunning, inconsistent special effects break the illusion of the Star Wars universe. Overall, it's a missed opportunity that doesn't meet the high expectations of the franchise, leaving both long-time fans and newcomers unsatisfied.",1.0,12 June 2024
"A pretty good start, better than I thought","First of all, the acting is pretty good, unfortunately Carrie-Anne Moss is not in it much but Lee Jung-jae and Dafne Keen are really damn good in the show, glad they got these roles.

Once the intrigue sets in the for the story it's intriguing enough to keep wanting to know more about what happened in the past, a good start to the story. Wanting to find out about the Sith shown in the trailer and what happened on a particular planet is a pretty good plot thread.

The set and costume design is also pretty good, love the costumes for the Jedi and the sets on planets are also quite good, makes you feel involved.

All in all, a pretty good start for the first 2 episodes, it feels a bit like a Young Adult novel but I mean in a good way; normally I'm not a big fan of those and I expected the show to be mid but it was a lot better than I thought.

Worth the watch.",9.0,5 June 2024
Not as good as I hoped but better than the reviews will make you believe,"The first glaring thing is that it must said is that this show will obviously be review bombed by conservatives and the Fandom Menace crowd because it features a cast of mostly minorities despite it being the type of show this crowd has asked for for almost a decade.

Besides this, to get to the substantive thoughts, for negative criticisms it has a lot of the standard Dissney Plus Star Wars problems where it looks a little off visually although it's definitely better looking than stuff like Mandalorian Season 3 and Ahsoka but not as good as Andor. It also falls into the standard Star Wars problem of some of the dialogue feeling kinda clunky which, some of it does.

For positives, the story is interesting so far and I am excited to see where it leads, there's not much to go through when it comes to characters, there's not too much depth to them yet but it's done enough where I'm interested to see where the show goes after this and it has earned me tuning in.",7.0,5 June 2024
"Goodbye Star Wars, goodbye Disney.","This is awful. There absolutely is no talent involved with Star Wars projects produced by Disney. The destruction of the Star Wars legacy continues with yet another sub standard written prequel. As a star wars fan I can't get behind this one. The writing is weak, the plot is predictable. Its like a poorly made fan film made by people with a surface level understanding of Star Wars. This show was given every opportunity to be good. Star Wars in an earlier era, 180 million dollars, and plenty of time to make it. It is really sad to see what Disney has done to Star Wars. Goodbye Star Wars, goodbye Disney.",1.0,10 June 2024
Major Letdown,"""The Acolyte,"" a recent addition to the Star Wars universe, falls disappointingly short on multiple fronts. Despite the high expectations that typically accompany any new Star Wars content, this show fails to deliver on almost every aspect.

The production value, usually a hallmark of the Star Wars franchise, is surprisingly subpar in ""The Acolyte."" The set designs and special effects often appear lackluster and unconvincing, undermining the immersive experience that fans have come to expect. The visual elements feel more like a forced attempt to capture the magic of the Star Wars universe rather than a genuine extension of it.

Casting is another area where ""The Acolyte"" stumbles. The actors seem miscast, and there is a noticeable lack of chemistry among the main characters. This disconnect makes it difficult to become invested in their journeys or care about their fates. Furthermore, the performances are generally uninspired, with many of the actors delivering their lines in a flat, disengaged manner that fails to bring any depth or nuance to their characters.

The script is perhaps the most significant letdown of all. The dialogue is often stilted and cliché, lacking the wit and charm that has characterized some of the best Star Wars entries. The plot feels disjointed and poorly paced, with numerous scenes that seem to drag on without adding meaningful development to the story or characters. Instead of a coherent and compelling narrative, ""The Acolyte"" offers a muddled series of events that struggle to hold the viewer's attention.

Overall, ""The Acolyte"" is a disappointing addition to the Star Wars saga. From its unimpressive production values to its lackluster casting and weak script, there is little to recommend. For fans looking for a new and exciting chapter in the Star Wars universe, this show is likely to be a letdown.",2.0,13 June 2024
Really?,,1.0,12 June 2024
pretty awful,"I am THREE of the letters in LGBTQIA and I am sick of this. Why was it necessary to say ""your mothers""? The usually word to use is 'parents'. That's what normal people say. It seems clear from the offset that once again, 'diversity' is being shoved in our faces rather than just try to tell a damn story. I am happy to have a diverse cast in media, I applaud it, but when it makes sense please, and don't draw attention to it like it's the only thing that matters, we are supposed to be normalising the existence of real people, not flashing them like some special badge. I mean if we'd seen her parents in the flashback, then it would have been much better, not shoved in our faces, just people there, normal like. But no, it has to be blatant.

To be honest I probably wouldn't complain so much if the writing was any good. Once again, a big budget show with absolute trash writing. Is the writers strike still going on? Is this being written by amateurs? I mean how is it that the jedi authorities do not know the capabilities of the species of one of their criminals? How can they not take precautions against a giant tentacle head?? And why are the Jedi not there on the ship they came on? Did they just stay behind for a coffee with the trade federation? Leaving the prisoners completely unsupervised, one of which is an ex jedi... and what the heck is with the 'acting' by the green Jedi woman? What the heck is that??? I have never seen something so wooden, even in low budget 90s tv shows.

This is shocking. After the fights showed some rather excellent choreography, this is absolutely bizarre.",3.0,6 June 2024
Worse than garbage.,"I grew up with Star Wars, watching the movies and reading the books. Star Wars always had its own unique theme. Using it to push stupid ideas is a very dirty trick. For me, it's worthless; I don't even count it as Star Wars. The writing is terrible, the acting is bad, the actors are bad, and the director is awful. Even the interviews are empty and fake. It's not even about Star Wars; none of them know a basic thing about the universe. I feel so sad for people who pretend to care about it just for money. I am also sorry for people who are willing to do anything and pretend to be anything just because of money.

I hope this sickness is cured for good soon.",1.0,10 June 2024
"Way to go, Leslye!","Leslye Headland is absolutely spot on. Our whole perception of Star Wars has been incredibly off-mark. To think we cherished it as a saga that masterfully wove together elements of myth, complex morality, and the timeless struggle of light against darkness, within an expansive, meticulously crafted universe. How utterly quaint of us! It seems we've been utterly blind to its true essence: an intergalactic teenage fanfiction, brimming with self-insert characters who gallivant across the stars, unburdened by depth or growth.

Why bother with the intricate dance of politics, the philosophical ponderings on the nature of power and responsibility, or the nuanced portrayal of humanity (and alien-ity) in all its complexity? Why invest in crafting a story that explores the delicate balances of the Force, when it's much simpler to pen down a universe that caters to the whims of adolescent fantasy? Forget the painstakingly constructed lore, the epic narratives that span generations, and the careful character development that has inspired millions across the globe. No, no, let's just reduce it all to a cosmic-scale teenage diary entry. After all, what value do themes of sacrifice, redemption, and the enduring hope in the face of overwhelming darkness have, when you can have your very own cosmic soap opera? Bravo, Leslye. Bravo.",,6 June 2024
I like Star Wars... but... this is a little weak,,6.0,10 June 2024
Show is good so far,"Old people need to stop reminiscing about the ""old star wars"" and need to understand new plot points need to be explored. The first episodes of the show were good set up multiple characters early in the show. Disney explored a part of star wars that hasn't been televised yet and through the world building and plot they have me hooked. From someone who has read hundreds of books on the high republic, Disney has did it justice. Also if you watch that show and somehow you complain about it being too diverse you really need to look in the mirror because honestly you are the problem. Disney has laid the foundation for a great show and I'm excited to see where it goes.",8.0,5 June 2024
Strong start for a potentially great show,"The key word here is ""potentially""

The Acolyte's first episodes are a pretty strong start. The characterization of the Jedi is strong, very much in line with the order as Lucas described it, and as we saw in the PT.

The only downside is some clunky dialogue. Most pilot episodes have clunky dialogue, to introduce everything needed to the audience, and we usually forgive it because we get 19 more episodes. But with just 8 per season, every episode really counts, and I wish the character introduction to OSHA had better dialogue. Dialogue is better than the PT but that's a low bar to clear.

But really, everything else is strong by SW standards. Not as strong as Andor, but stronger than everything else since Mandalorian season 1. I am excited to see where this leads.",7.0,5 June 2024
A dumpster fire burning in space,,1.0,10 June 2024
Why? Why?,,1.0,12 June 2024
STAR...T OVER,"This is officially the end of star wars for the old fans. I carry no hate for anybody but this is just not SW. I might not be the target audience anymore but these first two episodes have left me heartbroken as a huge fan of SW. Please try to avoid it if you are an 'Old' Star Wars fan. If you are a new SW fan watch it and enjoy it. Originality of plot, characters and settings is ABSENT. This show has not been thought through honestly and the reason we all know it: MONEY. They rush things up for making a profit, leaving the quality aspect vacant while fulfilling the quantity/income. There are even some editing mistakes in the scenes.",1.0,6 June 2024
Who is this for?,"I'm just baffled who this series is aimed at? I get that reinvention is a good thing, but the conflicting and contradictory nature of so much of this show seems almost designed to annoy people that like Star Wars. Is the play here that they are trying to alienate the current fan base and instead find a large new audience? I really don't think this can possibly work. It's really starting to feel like just making something people that like Star Wars would actually watch is something they are actively trying to avoid.

It's kind of depressing on so many levels. It's now starting to feel like the brand that Star Wars was is just not what they want Star Wars to be. When I think about the endless stories they could make instead, that would not exclude new audiences and still excite old audiences, it's just bizarre how we end up here. With such a middling show that seems to be made for an imaginary audience.

I guess the good thing about trying to alienate an audience is that eventually all of us feeling disappointment and then writing about, it will just stop caring anymore so there will be less people complaining. Maybe that's what Disney want?",4.0,13 June 2024
Very Strong Start,"I wouldn't normally choose to rate a television show, certainly not this early, but of course because this is a piece of Star Wars media choosing to have a diverse cast of characters it has been targeted with negative one star reviews. I thought I'd provide my opinion as someone who doesn't care about character casting, but rather the quality of the show itself. I firmly believe that practically no show honestly deserves a one star review, especially when the show hasn't even come out yet (we were seeing an overwhelming amount of one star reviews come in hours before the two episodes released!) Well, I have seen them now and I can honestly say this is a very intriguing, solid start that it is setting up. With the beginning of anything, ESPECIALLY mysteries, it is impossible to tell the direction and momentum it will keep; but these first two episodes were filled with exhilarating mysteries and intriguing twists that could potentially set up something remarkable. Let's hope that comment ages like wine rather than milk! If you are coming into it expecting something on the level of The Mandalorian you might be disappointed. While it is a strong start, at times it can feel cliché. If you are coming into this with a negative anchoring bias you will find plenty of things to dislike. But at the same time some of those clichés are what it excels at, using traditional plot devices to spawn intriguing mysteries. Something it also does is making a lot of bold decisions when it comes to revealing mysteries. The first two episodes, especially the first; revealed many things that in any other media you wouldn't expect to be revealed until the middle to late stages. This is what I mean by it may be setting up something remarkable; perhaps it is paving way for even larger mysteries and getting the minor stuff out of the way. It is also incredible to see the High Republic era adapted to live television, and I think it nails the setting well. This is not my expertise within the Star Wars universe, so I would trust fans of this era prior over this comment. Overall I think this is a lot better than a lot of the recent content we've been getting from Star Wars, and certainly it is worth your time. Would do 7.5/10 if I could. This review also only considers only the current content available to us, the first two episodes, so 7/10 doesn't say a lot. The hype in the reviews from other enthusiasts are very real!",7.0,5 June 2024
A Promising Star Wars Series Primarily for Young Adults,"The Acolyte offers solid visuals and strong performances, although the writing can be somewhat predictable. Overall, it's a promising series with several notable strengths.

Prós: The performances are a major highlight, with Lee Jung-jae standing out as Jedi Master Sol-he's definitely my favorite.

The visual effects and production values are impressive for a TV series.

The fight scenes are truly great, adding excitement and energy to the show.

The world-building is intriguing, setting the story in a different era without the familiar Skywalkers and others...

The pacing is well-executed, and the tone strikes a nice balance, avoiding excessive goofiness.

Plus, you don't need prior knowledge of the Star Wars universe to enjoy this series, making it accessible to newcomers.

There are some mixed aspects, though: The episodes are relatively short-just when you're getting into it, the credits roll.

The young cast is talented, but a bit more variety could add depth, although this is subjective.

Some elements are reminiscent of CW shows, which may or may not be your cup of tea.

The writing is competent but tends to play it safe, making it somewhat predictable.

Also, Dafne Keen is much cuter without the alien makeup, just my opinion...

Overall, if Andor is Star Wars for adults, The Acolyte is Star Wars for young adults.

It's a good show that expands the Star Wars universe in a fresh direction.

While it may not be compelling enough to justify a Disney+ subscription on its own, it's definitely worth checking out.

Just don't expect it to be your new obsession.",7.0,5 June 2024
Absolute JUNK!,"What a load of $#%#! This series is the worst on planet earth. What is Disney thinking??!! How about giving us a show that concentrates on pure entertainment. The script, acting and directing is the worst you'll ever see. 0 / 10. Scrap this junk immediately. A complete dumpster fire!!!

Star Wars under Disney and Kathleen Kennedy is dead. She's totally wrecked the whole universe, the characters and anything that makes sense. The Acolyte really shows how far they have plummeted and just produce junk without any care. I'm a Star Wars fan and I'm open to all shows... but f@$& me! How can something cost so much and be a sack of smokin' crud!

Disney needs to be cleaned out including the CEO.",1.0,12 June 2024
