review_title,review_body,rating,review_date
Very Distant from the Rest of the Franchise,"The Rambo franchise hasn't been known for its subtleties and that was proven when Sylvestre Stallone returned to the role back in 2008. The amount of violence throughout that film gave action junkies everything they were asking for. It also took the outrageously bloody aspect of the franchise to another level as well. Wrapped up in a nice bow by the time the credits rolled, 2008s Rambo seemed to be the finale. Well, apparently not, as Rambo: Last Blood is now in theatres. Sadly, this franchise definitely should have ended with the previous instalment. Here's why I believe this movie simply doesn't work.

Now retired and taking care of a ranch out in the county, John Rambo has evolved into a (seemingly) much calmer man. After his niece makes a poor decision to find out the truth of who her real father has become out in Mexico, all hell breaks loose as John finds himself on the hunt to save his family. Without ruining anything, one thing leads to another and he eventually needs to use his home as a giant war zone/booby-trap to fend off his enemies. In theory, this premise is a great set-up for an action film that simply wants to focus on the action itself, but it really doesn't feel anything like a Rambo movie.

Being a war veteran and fending off his enemies throughout the course of his entire life, John Rambo is a character with a lot of complexities. For this reason alone, many of the Rambo films have been able to tell interesting stories, even if the execution wasn't always there. This time around, he has become a family man and an emotional tie is what gets him back in the game. The finale of this movie is the only remotely entertaining aspect, but the set-up for it just felt like an excuse for a revenge movie, which is never truly what the Rambo films have been.

Stallone is committed to this character as always and Yvette Monreal as his niece is actually quite good, but their dynamic just felt like it belonged in another movie. With the addition of some very cheesy dialogue at times and the fact that John Rambo is the only one who feels like a real, fleshed-out character, I found myself not really caring about what happened to anyone here. That said, audiences who watch Rambo movies are usually there for the action anyways, and if you're a fan of gory violence that's done well, then the final 20 minutes may be enough for you.

In the end, Rambo: Last Blood is a mixture of elements from movies like Taken and Home Alone, with an elderly war hero at the forefront and the violence cranked up to a thousand. There are moments of enjoyment and even a few times where I was having a little fun, but it really is an emotional movie that doesn't feel earned. It asks you to care about characters that haven't been around for much of the franchise and I just couldn't buy it. For die-hard fans of the franchise, maybe check it out once it's available to rent or buy at home, but I really don't think it's worth your time.",4.0,2 October 2019
Stallone really knows how to rip your heart out,,10.0,20 September 2019
Solid Action Flick from Sly,"It is what it is, and that's action and violence, with good ol' Sly still kicking ass!",7.0,8 November 2020
Disappointment,,1.0,2 January 2020
Stallone Has Truly Done It Again,,9.0,18 September 2019
Should have been made a very long time ago,"REVIEW - RAMBO LAST BLOOD

Ok let's be real here, how long can an actor draw out a character, Rambo First Blood was released in 1982 so the answer is 37 years, why am I saying this, simple, Sylvester Stalone is now 73 so realistically he can't do now what he did 37 years ago, age creeps up on us all.

So with this in mind and paying respect to his age is Last Blood actually worth going to see?

Yes and no.

Yes as it finally puts to bed the character John Rambo so if your a true die hard (no alternative actor pun intended) then sure spend your money but as a film.

Yes, honesty it's nowhere near First Blood, its definitely better than all of the previous sequels but.

No, the story is weak, long winded for such a simple story and the real action is literally the last 15 minutes of the film.

Ok Sylvester can't do what he did 37 years ago but respect to him for trying but this should have been made a long long long time ago.

Rating 6 out of 10",6.0,19 September 2019
"Revenge movie, but this was not John Rambo.",,1.0,23 September 2019
Grim but solid final outing for ol' John J.,,7.0,18 September 2019
Rambo defends home,Well I was shocked about how in my feels I was about this movie. The first Rambo where he is at home and defending more than strangers. Bloody crazy scenes as expected.,7.0,6 May 2022
"John Rambo Last Blood was a good but unnecessary movie, not with this ending anyway....","Oh man, John Rambo is back. He is cooler now because he has PTSD and something to live for. Imagine if you try to take this away from him. Do you think he will let you live, after this? No, you are wrong ! In this latest installment John leaves humid jungles of Vietnam and Burma, he is no longer hiking through dense forests of USA, harsh deserts of Afghanistan are abandoned. John is home, back on his farm. He will venture to Mexico for his next adventure. Here the two movie genres clash and we have Rambo Last Blood. Heavy Taken and Home alone influences shape this movie into decent, watchable yet predictable spectacle.

There is not much to be said about it really. John Rambo builds underground tunnels in his spare time, sort of the ones he experienced in Nam. He likes to collect weapons and explore tunnels at night. It is is refuge, the physical representation of his conflicted and scared by war mind.

This part of the movie I really liked. Rambo internal struggle with reality and at the same time a gimps of hope. Uncle Rambo looks after the farm and his niece. He lives on the farm with people close to him. His life has meaning again. He is not happy but content with life. He takes his medication and spends his time breeding horses and doing farm stuff. He spends lots of his time with his niece and reflects on life.

One night his niece decides to go to Mexico to look for her father. That's how the rampage begins, that's how story unravels. Rambo warned the girl ! Grandma warned the girl but she is young and naive. She wants to find out why her father left her, why? Is it because he did not care about her. How could you not care for your daughter you dirty man. She does not understand that some people like John said had black hearts. They are rotten inside. He begs her not to go but she did and it did not end up well for her. This pure, innocent life was trapped in a cruel world she was not prepared to face. This is very sad part of the story and direction producers took was very cruel to the Rambo's character. He can not even find rest on his farm and the little he has is still taken away from him.

He is a very tragic character in my opinion.

It is up to Rambo to try to rescue her. John crosses the border and his search for her takes him through the world he does not understand but knows how to tear it apart in order to try to save the girl.

Movie final scene was well worth waiting for. It is a shame that movie was not little longer. When Rambo was in his rampage mode the movie finished. I would like to see this momentum going and have 20 minutes more of John, maybe even him returning to Mexico to completely dismantle whole underworld.

Rambo was entertaining but I personally liked the way Rambo 4 ended much, much more. He deserved the ending he got and while I found Last Blood entertaining I am really sad for this character. Life did not treat John well and after everything he has been through he deserved a better ending.",7.0,10 October 2019
Sorry I just didn't like it,,4.0,1 October 2019
Turns out geriatric Rambo is a badass!,"So I must admit I didnt have very high hopes going in to see this movie, the idea of a man in his 70's playing this kind of character combined with the critics scores (which at the moment are appalling low) made me think this would not turn out to be a good film. I was very wrong I am happy to say.

Just like the first movie in the series this movie has a very important lesson embedded in a very gritty and entertaining story. I dont wish to include spoilers in this review so i will just say in that regard that the story revolves around the naivety of youth brought up in a secure environment and just not understanding the brutality of the real world and the consequences that can have.

This movie is fairly gory which is not normally my thing but in the context of a story looking to highlight the brutal realities it has an important part to play in really bringing that home to the viewer.

I have to say this was a great all round movie and if this is indeed the final chapter for the Rambo character I think it really went out with a bang. I strongly recommend going to view this.",9.0,20 September 2019
LOL. WHAT the HELL was this?,"Stallone fans are giving this a 10; and NO, it is in no way a 10. The Godfather is a 10! Sheesh!

That said, it isn't bad.

It starts out pretty evenly-paced, and surprisingly, really well-acted. Even Stallone is believable. He does look ancient, however, and it tugs at ones' heartstrings to think he really IS THAT old. The girl who plays Gabriela, the girl he refers to as his niece, is really cute and she too can either act, or, had a seamless rapport with Stallone which made their scenes together almost flawless.

The thing that got me, is how gory the film is. I didn't mind it, but it did surprise me. It's Rambo Last BLOOD after all, so we knew there would be blood, just not as much as there was. The death scenes are well done, if just a tad fantastical, but all in all they satisfy.

I really wish IMDB had .5 scores, as this one is a 6.5. Not anything that you will be talking about next year, but good enough to enjoy now.",7.0,1 December 2019
WHY?,Why was this movie aloud to be made? You have a great name and character in John Rambo. And you put him in this Mexican/Rambo version of Taken. The bad guys are so bad its just stupid. And everyone acts like idiots too. It would be a better movie if it was only Rambo digging tunnels for 90 minutes and then The End. What people do for money.,1.0,15 December 2019
Bloody and violent old school action flick,"OK, so I have to admit: I can't help but love Sly Stallone. The guy just keeps coming back succesfully, against all odds. Who would have thought that he could pull off another Rambo flick at age 73? Well, I'm glad he did, because besides Liam Neeson, Denzel Washington and Mel Gibson, who are we gonna turn to for some old school, old-man-on-a-revenge-spree flick?

I was a big fan of First Blood, but didn't care so much for the second (too cartoonish) and third (too friggin' awful) installments. The fourth however, was just amazing. A slow build up, a suspenseful breakout and then cathartic violence. That last action sequence, where Rambo goes totally berserk and makes minced meat out of a whole army, I mean, come on, that was awesome.

The fifth Rambo is a little different in that it is more of a generic revenge flick in its setup. But only in its setup though. As soon as Rambo starts maiming and killing, this movie goes so far over the top you can't help but cheer him on. This is one bloody movie. Last blood it may be, but it is many a full bucket of it.

I also like how Rambo is more vulnarable in this flick. Stallone gets to use more of his acting chops in this one.

I know it's a lot to ask, and maybe I shouldn't even hope for it, but damn it, I sure would like another one of these.",8.0,18 September 2019
Last Blood is John Rambo's most personal mission and it's definitely not for the squeamish,"Still haunted by past events John Rambo is trying to keep a lid on his raging emotions and now lives his later years on a secluded ranch with his young niece and her grandmother. When Rambo's niece makes the ill-judged decision to try and locate her father in Mexico she ends up being kidnapped by the cartel. Upon hearing the news, Rambo must call upon his old skills to rescue his niece before it's too late....

I thought First Blood was a terrific film, but have found everything else that followed to be a little bit disappointing so didn't really know what to expect from this fifth instalment. The truth is, at least as far as I'm concerned, Last Blood is the best offering since First Blood.

Perhaps what gives the film an edge over some of its predecessors is that it is more personal in nature; in some of the earlier films Rambo was assigned to/completed missions more out of a sense of duty then anything else; sure you always got the feeling he cared about the people he was helping to an extent, but aside from the first film I generally found myself being a little emotionally detached and therefore could never find the sequels quite as satisfying.

In this instalment because it is a family member that Rambo has to rescue there is already an emotional connection; it's also clear that Rambo's first rescue attempt is driven more by rage and emotion; normally Rambo would carefully plan any kind of rescue mission, but as it is one of his family he just bulldozes in and ends up being overwhelmed. Poor planning is understandable in this film as Rambo just wants to save his niece as quickly as possible and rational thought is not at the forefront of his mind at this stage. This shows a vulnerability with Rambo that we perhaps hadn't witnessed much of since the first film and starts to show more of a human touch to him.

An incident later in the film causes Rambo to set up his campaign against the Cartel which leads to a thrilling finale which felt closer to First Blood; a tension filled climax where Rambo must pits his wits against the cartel and try to thwart their attack at seemingly impossible odds. It was this aspect that I loved about the first film and I'm so glad that we get to see a lot of the Rambo of old in Last Blood.

Given the personal nature of this film, Rambo is understandably peed off and he is at his most brutal in this film so if you're squeamish or aren't a fan of gory violence then be warned; then again it is Rambo so surely you'd know how these films play out by now.

Last Blood surprised me as I genuinely didn't expect much from it, but the script made me care for Rambo and see him as a person again which is something I've not really witnessed since the first film. That coupled with its fairly quick pace and its gripping finale made it a very satisfying and enjoyable film.",7.0,15 June 2021
Sorry but this isn't Rambo unless he is suppose to be senile...,,1.0,22 November 2019
How much blood is left?,"It wasn't so much that the general public wanted or cried for another Rambo, it was Stallone himself that wanted to have a closure with that character. And I would say he succeeds in that. So there was an extra scene in front of the movie in the European cinema version. It's another character moment but it also had an appearance by Luis Mandylor that was quite nice to see.

All this aside, you can tell that Rambo has gotten old. When all kicks off (and you can tell that it'll go south, no pun intended), you are not surprised. Or you shouldn't be. You could be surprised on how John Rambo is handling a certain situation! Then again, an inciting incident has to happen, doesn't it? The answer is yes.

In the end credits there is flashbacks to the previous Rambo movies, which was a nice thing to see. There is a sense of this being the last one - then again who knows? A remake or reimagening is always a possibility isn't it? This right here has a lot of violence, which might be rewarding or not for the viewer ...",7.0,4 December 2019
Rambo returns for #OneLastTime,"The movie is really well done in terms of action and it doesnt hold back on its gruesomeness when it comes to deaths/kills. The story is somewhat cliched and its something we have seen before in many films, at the same time it shows the age of the franchise when they have run out of ideas. Music and sound design was alright. Stallone as much as he is good, he is old and we can clearly see him struggling thru things whole thing.

Overall, Not Great, Not Terrible. If you are a fan of the franchise, you will love it. If you are a avg. movie goer, you should probably watch something else.",7.0,18 September 2019
"Sad story, brutal action packed!","My favourite hero since childhood, never saw John Rambo has a happy smile :)",7.0,22 September 2019
What a Year!!,"It is to be hoped that this year is a one off, I have never seen as many bad and terrible films as I have seen this year, and then to cap it along comes this dire stupid film, to paraphrase the late Clive Anderson, Stallone looked like a ""Brown Condom stuffed full of Walnuts"". I would not have been surprised to have seen him using a zimmer frame to move around on, or perhaps a commode on wheels. Everybody Stallone shoot's dies, he gets shot twice and still run's around, and while I know criminals are stupid I cannot see them being as stupid as portrayed in this film. And then there was the incomprehensible monologues from Stallone "" I saw death in Nam mumble mumble mumble"". I read he was thinking of doing more ""Rambo'"" don't is my advice.",1.0,30 November 2019
Stallone well done 👏,Don't listen to the critics if you're a fan of Rambo you're gonna enjoy this a lot. It's not the best in the franchise but still very enjoyable. Without giving away spoilers here's a brief summary of the story Rambos niece is kidnapped by Mexican drug cartels and is up to Rambo to find her. So do yourself a favour and go and see this film.,8.0,19 September 2019
Most violent movie I've seen in years.,"It was like watching ""Home Alone""- if it were directed by Quentin Tarantino. 👍",7.0,21 September 2019
This is how you end a Legacy.,"I don't know what happened here, I had such high hopes going in. They spend 3/4 of the movie setting up for 20 minutes of action in some tunnels and then it's over. That's it. That's the grand finish to Rambo. I'm so disappointed. I wanted this movie to be great",1.0,2 October 2019
Action packed as expected,Great comeback after a long break in the rambo series and it only gets better definitely worth the wait,10.0,18 September 2019
Old Man Rambo,"Well... certainly not the best movie of the series nor the bloodiest or most violent, but sure entertaining and engaging... i felt that more Rambo flicks would come after last ""John Rambo"" but this after long wait is not bad... given sylvester is 72+..",7.0,25 September 2019
This is not Rambo..!!,"I went to see Rambo last night and looking so much forward as I grow up watching Stallone and Rambo was the best. Firstly movie was short, no drama, very poor script no time spent on it, nothing original I be honest this isn't really a Rambo film. Plot done so many times similar to Taken. One point I was thinking this is more like Home Alone for the adults. Worst among all in the Rambo series...!!!",1.0,26 September 2019
One last bloody very very bloddy movie,I'm a Sly Stallone fan and he doesn't dissapoint with that one. It is exactly what I was expecting. An old man seeking revenge in the most possible bloody and violent ways. I want to see an eighty years old rambo still fighting like that.,7.0,23 September 2019
Fantastic edition to the Rambo collection.,,,20 September 2019
Decent revenge movie,"Good plot, good acting, finale was good but all squeezed into a short space of time. If you like previous Rambo films. You will like this!!!",7.0,18 September 2019
Stallone still has plenty of fuel in the tank!,"Continuing on from where we last left Rambo with the fourth instalment in 2008, Rambo's past still haunts him, creating a ""War within his own mind"". While trying to seek peace Rambo is now living the farm life with a house keeper and her daughter. Needless to say, it isn't long until John Rambo is forced once again to use his combat and survival skills to dish out a bloody revenge one more time. Here our leading actor, Sylvester Stallone (who is 73 years old in real life) brings the action and popcorn entertainment successfully once again.

I personally have always found pure enjoyment whenever I watch a Rambo film. This is for sure because of the action factor, but I also generally care about this character. Naturally the 1st Rambo film is truly my all time favourite out of the previous 4 instalments.

For fun, here is the on screen body count for the previous Rambo films: * First Blood (1982) ➖ 1 Kill * Rambo First Blood Part 2 (1985) ➖ 69 Kills * Rambo III (1988) ➖ 132 Kills * Rambo (2008) ➖ 236 Kills

Without giving away spoilers, Rambo: Last Blood definitely feels like the film decided to focus more deeply on Rambo's character and go back to what worked best within the series: Revenge. I personally enjoyed this concept more than just another film trying to out do the body count from the previous film. That being said...

While the body count might be lower, there is still plenty of kills and I will advise that this Rambo film contain the MOST gore and blood and easily warrants the film's R18+ rating.

As for the plot, I really enjoyed the extension of John Rambo's character. Within the runtime, the film does well in providing a setup, generally getting right into it.

The plot here is slightly predictable at times and then at other times I found myself rather stunned and truly shocked as to what happens around Rambo's life. The film clearly takes some huge risks in the plot as well pushing the limits in regards to the film's action and gore. The action is believable and the fast paced shots are done very well. Credit also goes out the soundtrack and sound effects- hearing the amazing Rambo theme again brings a true smile to my face.

Overall, considering this is a fifth instalment to a series which began in 1982, the 72 year old actor Sylvester Stallone shows there is plenty of action fuel left in his tank. Rambo fans will be pleased with this film and the continued story of the character many love. Action junkies will also be pleased and shocked to find this new instalment contains even more gore and violence. I found all of this enjoyable and declare it is a worthy instalment to the franchise.

7.4/10 Walkden Entertainment",7.0,19 September 2019
You can't save everyone,,4.0,30 September 2019
A Satisfyingly Brutal Finale!,"Rambo: Last Blood is the last movie of the Rambo franchise and O MY GOD it's amazing. It's the Logan (2017) of the Rambo Series and I was very impressed with everything about this Movie. The best film in the Rambo franchise since First Blood, the curiously titled Rambo: Last Blood injects the heart back into the legendary action franchise, before ripping it out with an awe-inspiring avalanche of violence that re-establishes Sylvester Stallone as an action hero with equal. If on screen kills are an art, that what Last Blood delivers is a masterpiece. A deluge of bloody ferocious brutality, delivered with trademark Sly snarl and thankfully shaky-cam free, the violence of Last Blood more than matches the recent output from other one-man army movies.

Suitably excessive in execution and wince inducing in its means, it's the kind of action filmmaking that hardcore fans would especially appreciate. Much like the Creed films, Rambo: Last Blood successfully replicates the heart and spirit of how its franchise operates at the best level. John J. Rambo is back, and the cinematic killing floor is his domain.",10.0,18 September 2019
Pretty Decent,No action movies ever get a decent review these days. Some of them well yes it is deserved but Last Blood........screw the critics as you can with most of their reviews. If you are a Rambo fan or just a action movie fan in general you will enjoy this.,7.0,21 September 2019
