review_title,review_body,rating,review_date
Skip It!,,1.0,16 June 2003
"Way, way better than the 2008 reboot","The direction is so good, the acting is best quality, the story is well told. It's a terrific blend of action movie and comic book story. It's full of heart, and depth. The Hulk's story is a good one. It deserves as reverent a telling as, for example, the Batman story, and it gets it here. I really enjoy the old-timey feeling - it's told in contemporary times, but with a retro, 1950s nuclear-age feel. Nick Nolte is wonderful, as always. It might not have been a boon to Eric Bana, because the movie didn't do so well, but he was really quite good in the role. Everybody played it straight, no arch acting, which is due to the Ang Lee's direction. Think about it, the actors in the various key roles have played these roles before (and since), but in this movie, there's no hammy acting - these associations are there, but, as I said, played straight. It's fascinating and wonderful to see. Sam Elliot is the gruff military guy, but is human. Nick Nolte is the loony, but human. Eric Bana is full of quiet strength as Bruce Banner, and wild strength (and freedom) as Hulk but *human*. It's not a formula action hero/superhuman movie at all, it's art. Underrated art.",9.0,3 September 2020
I enjoyed it,"Although I do agree that some of the CGI was bad. I watched the making of the Hulk on the Sci-fi channel last night after seeing the movie and I understand why. Ang Lee acted out the moments in a suit that captured his moves and later had them enhanced with computer graphics. He moved too fast almost like a karate movie. I felt that the Hulk sometimes moved to fast and it probably came from Ang's movements. The CGI animators really only put on the screen what Lee gave them. But that being said the movie still worked and some of the special effects were amazing. I was able to look past it.

Now some are complaining about the setup and the amount of time it takes before you actually see the Hulk (45 minutes). Did you people see Superman? Spiderman? Batman? There was less setup time in this movie then most super hero movies. The setup time here was definitely needed. I watched the tv series but did I know how Banner became the Hulk? I didn't. So that part of this movie was very entertaining to me.

One guy says that he didn't see Hulk save anyone? What were you watching? He saved Jennifer Connolly in the movie. Did you go get popcorn during that part? Worst movie ever made? Come one guy. You don't get out much do you?

The story for this movie was really good. The movie was 2 hour and 15 minutes and it was a fast 2 hour and 15 minutes. I recommend this movie to anyone who likes a super hero movie. Kinda reminded me of King Kong. Another one - how long did it take before King Kong appeared???? There is more to the story then a big green guy going around destroying things. 7 out of 10.",7.0,23 June 2003
Flawlessly Awful,"If there was ever a wrong director for a movie, this is it. He takes this entire movie way too seriously. At least with Spiderman and X-Men the directors knew that when translating an unrealistic comic book to a movie with actual actors you must have some sense of humor (and they did it well). The actors in this movie are forced to deliver their lines with such seriousness in tone and expression that this in itself is almost humorous. This movie badly needs to lighten up.

Right from the start we are thrust full speed into a very slow paced movie. It takes around 45 minutes of tedious, unnecessary dialogs before we even get the change to glimpse the Hulk himself. And it seems that even the scenes with the Hulk are void of any true action. I did not mind the CGI, it's more of the character that bothered me. He is by no means raging, but rather seems quite passionate in many scenes. And the action sequences are merely a repetition of a massive amounts of Army machinery hopelessly shooting everything possible at a running green Gumby.

Jennifer Connelly's motive is never really explained or clear. She loves him, yet she seems to always be the reason he gets captured. The movie's dialog is made up entirely of characters either screaming or whispering, no one seems to understand the beauty of a normally spoken conversation.

The special effects are completely overdone. With the exception of maybe a few frames of this movie, which they probably forgot to cut, every camera shot of people speaking is zoomed into a head shot so close that the actors might as well be sitting in a room talking into a microphone with no scenery around them. Almost every time the scene changes it fades into the next scene using a fade effect you might find built into a consumer camcorder (yes, this is utterly overdone). The few scene changes that lack this effect are graced with flashy, completely pointless computer graphics rapidly flying through the screen.

The limited minutes in this movie that are not occupied by people talking through pages of pointless, dragged-out script are riddled with moving and multiplying camera angles. It usually shows the same picture at 3-5 different camera angles at once, and at some points ventures into displaying multiple scenes on the screen simultaneously. Is this an attempt to make the movie appear more comicbookish? They certainly fail to accomplish that goal. It does, however, become quite irritating and very dizzying to attempt to follow. It reminded me of those annoying pop-up windows you get on some Internet websites, only these windows kept moving.

With so much talking and dialog you would think a movie over two hours in length would include some character development. On the contrary, throughout the entire movie there is not a single character that you will care about. The plot is confusing, overdone and overly complex in many respects, and much longer than it had to be (and should have been).

If you have not seen this movie yet and still feel a need to put in the time, effort and money it requires, wait until it comes out on DVD. This way you could skip to the only two action sequences watch-worthy - the tanks in the dessert and the mutated dogs. To see this movie in a theater you will have to endure many slow, long, un-fulfilling dialogs that will test your ability to stay awake.",1.0,30 June 2003
Surprisingly good,"I had rather low expectations before seeing Hulk, since the early criticism was pretty harsh and basically the whole mojo around this movie didn't sound very good. However, I was very pleasantly surprised. As many previous reviewers pointed out, Ang Lee has created a marvelous movie/comic book amalgam, which may be too cerebral to most of the viewers, but Hulk has always been pretty complicated character anyway. If the movie had been made as a ""Hulk Smash!"" bruhaha it would most certainly...well, suck! This way we got excellent Sam Elliot and Jennifer Connely, and very good Nick Nolte and Eric Bana, all capped with absolutely brilliant directing by Ang Lee. If only all the other comic book movies were directed in this way...",,2 November 2003
The first superhero movie that had some inner meaning,"Ang Lee uses the metaphor of the Hulk to tell the story of a person dealing with anger. For me this was a first. Although, maybe all cinema is a metaphor for inner reality.",7.0,20 August 2020
Better than I thought.,"Based on many reviews, I was not expecting to like this. It honestly worked out in the end. It's got some issues here and there, but it all together it was pretty entertaining. They go the settle route and add drama/scientific talking scenes instead of full blown action scenes all around, it really works out. I mean the action scenes they gave us were pretty enjoyable.

It does well with giving us the back story of Bruce Banner, leading up to his gamma ray exposure, introducing his ex girlfriend, his job, etc. The infamous General jackass, who refuses to listen to reason, is played well by Sam Elliot. His conversations with his daughter are handled pretty well, with his over protection and her dedication to helping Bruce hit each other hard. The scenes with Hulk, (about 3 or 4 extended scenes) are really entertaining. The visuals on him aren't the best, but it's not too noticeable. The editing is very strange, it works with several boxes of views like straight out of a Tarantino film. I don't know if that was trying to signify it as a comic book film or what, but it was kind of goofy.

I didn't care too much for Nick Nolte's role in the film. The father of Bruce who returns after 30 years to see Bruce after his gamma ray exposure, trying to unleash the Hulk in him to take revenge on the military that ruined his research years ago. What I like about Hulk is the idea that only Bruce knows his powers and how to control them. Then it gives us this thing that his father knew all along and tried to control it for him, and he is the one the controls Bruce to use his powers of anger. That was a little weird in my opinion. Nick Nolte plays him okay, but his role is just kind of stupid. In the end, I don't see why this isn't that appreciated. Nothing about it is great, but nothing is really that bad either. It has solid action and solid dialogue in it, some goofy stuff also, but what comic book film doesn't? I think it does its job fine, and in the end it's worth checking out.",7.0,8 May 2014
A film that will cure insomnia,,1.0,10 July 2005
I'm sorry MCU Fans: this Hulk Movie takes itself seriously,,7.0,16 September 2022
Easily the worst movie I have ever seen.,"The first time I tried to watch it, I had to turn it off. It was that bad. Let me explain this to you; I don't EVER turn off movies or leave

before they are over. My motto is ""Every movie has at least 1 thing about it that is good"". I have gone to the local video store and rented everything in the old

release section, starting with the 'A's and making my way

alphabetically. And I never turned anything off before. Never. I have sat through crappy horror movies, boring dramas,

braindead action movies, sappy romances, and unfunny comedies. I have sat through bad porn. I have sat through bad gay porn, and I'm NOT GAY!! I have sat through the Star Wars Holiday Special. This is what it means when I say that the film was so bad that I

had to turn it off.

I gave it a second try, and managed to force my way through until

the end. The movie sucks. I was expecting a bad, cheesy action movie with mediocre special

effects. I was right, but it was also an incredibly long, drawn out,

slow paced, nonsensical piece of utter garbage. The dialogue not only is extremely poorly written, but the

characters talk at length about nothing. There's this one scene in the movie where Betty Ross goes to talk

to David Banner, presumably for a specific reason, and the scene

goes like this: She walks in and introduces herself. He rants, raves, and drools for something like 10 minutes. She walks back out again. What the HECK was the point of that!?

The casting was bad, the acting was good only in the sense that

they did what the director wanted. The CGI Hulk effects were

cartoonish and he looks somehow a bit Chinese.

The movie is bad. Not ""so bad it's funny"", not ""purposefully bad to

make a point"", not ""low-budget bad"", just BAD in the strictest

sense meaning evil, painful, and malevolent. I tried to make fun of

it as I watched it, as that is one way to get entertainment out of a

bad movie, but it was just too bad. My normally quick wit was

paralyzed by the sheer awfulness of this film.

I tried watching it again one time, just to see if it was as bad as i

remembered, but my eyeballs took such offense to the notion that I

might once again subject them to the pure and utter hell that is this

movie, that they popped out of my eye-sockets and tried to roll out

the front door. I crawled along the floor, bleeding out of my empty eye-sockets

and listening for their squishy rolling sounds. Eventually I caught

them, washed the dust and cat-hair off of them, and put them back

in. It took me several hours to do this, and I somehow got one of

them in backwards. But, all in all, it was far more enjoyable than sitting through this

pitiful excuse for a film a second time.",1.0,28 September 2004
"despite poorly aged CGI this is the most ""real"" Hulk there is","When i first saw this in the theater (back in 2003) - it wasn't what I wanted it to be. The story seemed slow-ish, Ang Lee's direction was too different/too flashy and I didn't love Eric Bana as Bruce Banner. I've grown to really appreciate Eric Bana's quiet rage. I've always felt - when there's an intelligent character - the less science dialogue, the better. By comparison, the current Bruce Banner (Mark Ruffalo) is loud, friendly, and outgoing but is totally unbelievable as a, ""genius"" and isn't what Bruce Banner was written to be (quiet, shy, awkward, etc.). Banner was never meant to the the loud-genius that Tony Stark is. All these years later, I find that Eric Bana's Bruce Banner is more true to the written character of Bruce Banner. ...and so is Sam Elliot's General Ross. ...and while I liked William Hurt as Thaddeus ""Thunderbolt"" Ross in the newer Marvel movies - Sam Elliot looks, sounds and acts exactly as Ross should. His rage almost matches Bruce Banner's! The story of this 2003 is Hulk is both strong and weak at the same time. EXCELLENT repressed rage back story but weak present day story and, ""villain"" match-up. Jennifer Connelly is quite good as Betty Ross and while I didn't love his featured villain story arc - Nick Nolte gave an excellent performance.

What hurts this movie (when viewing it in the present day) is the CGI. The color green they used for the Hulk was far too bright! Ironically, that's a detail that's true to the comic book - but does not look great on film. That's exactly what they were going for when paired with Ang Lee's comic-book style direction choice - but it doesn't look great when compared the recent muted, ""realistic"" adaptations of these characters.

This movie would have been better if some (not all) of the plot was re-written and the CGI was better. I DO think Ang Lee's direction has aged well. It's still, ""different"" - but i've grown to appreciate it more. ...and given time to compare these actors to the more recent portrayals of Bruce Banner (Edward Norton and Mark Ruffalo) - I feel that Bana gave the most accurate, strong performance. It's on the dull side but remember, Bruce Banner isn't Tony Stark.

It's a fun watch - and a better movie than I remembered it. I just can't help feeling that it could have been MUCH better. Again, the color choice and CGI of the Hulk really affect the viewing... as does a weak-ish plot.",7.0,2 July 2022
"No charm, no point.","This movie made me miss the old tv-series with Lou Ferrigno as The Hulk, which had zero CGI but lots of good old charm. This movie has lots of CGI, but zero charm. No point going to see this flick. I gave it a 5, but I think I'll have to reconsider and give it a 4.",5.0,22 August 2003
Wonderful Piece of art - incredibly underrated,"In a time where superhero movies seem to come from the assembly line and standards are (sadly) set already it is hard to find gems that really transcend these paradigms.

Ang Lee made a different approach to the superhero genre - and the people didn't like it! Why? After Daredevil, Blade, Elektra, Aeon Flux, League of extraordinary gentlemen, Spiderman (yes, i mean it), Spawn, etc etc there are many parallels you can draw between superhero films. And Hulk is the only thing that the others aren't: un-American! In a very rare exception we have a film here that doesn't have the arrogance and straight-forward story that we seem to have gotten used to too easily.

Spiderman (in particular) follows the EXACT steps you can read in a tutorial for film making - that may be neat to watch but leaves no space for surprises or artistic inputs. Ang Lee seems to have taken especially this thought very seriously and created a piece of art that the average pop-corn-formula-film-liking movie-goer may find hard to digest. No doubt, this movie is not made for assembly-line-film-lovers - it is constructed very thoughtfully and goes beyond the interpretation of a superhero. It plays with the chaos that erupts out of the events rather than glorifying another world saviour.

There is no real good and evil, there only is an overcharge from both sides that don't know how to master the situation. The American movie-goer averagely wants black and white sides, a proud US-flag waving and a hero that saves the day (+nation and eventually the world, maybe even the universe). Nope, not in this one. While most of the other films establish superheroes as something that fits perfectly into our society, Hulk plays with the idea of what would happen if unknown uncontrolled untameable power surfaces - and that both sides act incredibly humane. At this point 80% of movie-consumers are out and 90% of movie-lovers come in (that number is small as we know).

I appreciated the rather unconventional storytelling, I admire the cast, I treasure the artistic hybrid of comic and reality and I enjoyed the portrayal of energy. Now, anyone who has seen Asian action films will find many parallels - the question is, are YOU ready to adapt to some of those standards when they are being poured over a western story? I was... And I was overwhelmed!

Anyone calling this movie the worst film they've ever seen (and there are quite few stating this) should stay with Spiderman, Transformers and Blade and get the same product over and over again (because they keep buying it). For my part I was grateful to see that there are people out there who get the chance to put a very distinctive stamp on their work making it unique and deep.

Five years later the audience won and an assembly line version was released, not as bad as some others but definitely not as creative and visionary as this one. Great job Ang!!!!!",8.0,23 February 2011
More of a psychological drama than a superhero movie,,7.0,30 July 2022
I got so angry I thought I'd turn into the Hulk!,,1.0,13 May 2007
"almost got me teary, and frustrated me at the same time","It's late, so I'll just bullet point my thoughts.

1. Hulk as CGI - works most of the time, some of the time it doesn't. Nobody can argue with that. But, like Gollum, the expressions of the face and the fantastic body language made you WANT to believe. Unlike Gollum, some of the shots just don't work at all. The big CG breakthrough for this movie - the manipulation of real settings was just SPECTACULAR. I fully belived that San Fran was getting torn apart.

2. Too long. Cut a half hour.

3. The comic book style - hit and miss.

4. Most of my friends hated the movie, yet.....

5. ..... I found many of the scenes to be incredibly moving, which took me by surprise. Though I secretly hoped that the Hulk would just be ICE Storm with Hulk in the Joan Allen role, I have to admit that Lee pulled off one helluva feat. I sympathized more for the hulk than the entire MATRIX cast (of both movies) combined. And I'll take a faulted movie with emotion over almost any big budget vehicle any day.

The L Man",,22 June 2003
What went wrong?,"Ang Lee attempted a different approach in his direction in Hulk. The recipe for superhero comic book movie was not followed and for that, it failed in entertaining the mainstream audience. It is more off-beat, more difficult. The music score by Danny Elfman is much heavier than on the average Spider-Man film. The character is not a hero--nor is he a villain. It is a dark story of a pretty dark character. I believe that this is its essentially biggest problem: it is humourless to the core and when featuring a dark character like the Hulk, you need some serious light-hearted comic relief to counter it.

I barely even recalled the plot after having watched Hulk, but I remember that it was paper-thin. It's mostly Eric Bana as Bruce Banner coming to terms with his new green identity and the conflicts that this curse this brings. While Bana acts with more conviction and skill than any of the superhero actors (Tobey Maguire, Brandon Routh, even Christian Bale), he is only ever used for acting that varies between the extremes sad or confused in the film. It is not fair that this fantastically talented man is overshadowed by the alter ego of his character.

The action scenes are also sub-par and rare. When they are attempted, Lee makes them too overblown to emphasize the sheer strength of the Hulk--and we have a green CGI monster in purple pants spiraling up in the sky--a Shrek on steroids. This may sound like the comic relief that was needed, but it isn't funny -- it's mostly bizarre. Some well-placed and traditional action scenes could and should have been included, in my opinion. It's not ""selling out"" so much as it's balancing the dark Hulk with light entertainment. If you make everything dark, then the character is not going to look dark or stand out.

Still, I prefer Hulk to either of the Spider-Man films any day, probably because it has an interesting approach to it. Just..sometimes a little too difficult. 6/10",6.0,16 July 2006
not nearly as bad as is rumoured,"Gets an A for effort.

The filmmakers tried hard to make an intelligent movie that emulates the style of a comic book. They succeed on both counts - the characters and relationships have depth, and the visuals are dynamic and fun.

But the realistic characters are actually a bit of a problem, perhaps because that's not what comic books are about. The way straightforward drama clashes with extraordinary events will at times make what's happening on screen seem quite silly. Also, plot-wise, exactly what happens at the climax is unclear.

As for the Hulk himself, the special effects, though not amazing, are fine.",7.0,22 April 2005
"Hulk excells in Effects, but sadly, story is slow...","As the title suggests, The Hulk motion picture turned out to be loaded with plenty of excellent special effects, but the story needed a huge pick up. Sure Eric Bana, Jennifer Connley(sorry if I misspelled her last name.), and Nick Nolte make a great on-screen trio, but not even their excellent acting could make up for the slow paced story. Sadly, I don't think that a sequel will be possible, unless this movie really racks up good bucks. But all that aside, the fully digital Hulk really stuck out as the best part of the movie. The way he smashed up everything and anything, including the ""Mutant French Poodle"", was enough to keep me hooked. See the movie, but don't expect much.",1.0,23 June 2003
Delves deep into characters and story. Although the effects are dated.,"One of my favourite Marvel films, I do like the casting of the characters, especially of Nick Nolte as David Banner. I love the storyline, I love the more than black/white character development in many of the characters, again, with David Banner. The effects for the Hulk seem to have dated quite a bit, although much of the rest of the effects seem to hold well. I do feel there was a little too much talking in some places, but I thoroughly enjoyed the story over the action, and if comparing this one with the 2008 version, I'd probably choose this one, due to better acting and story. XD Overall, very good film, with it just being a little too much like a drama rather than a superhero film.",7.0,30 April 2016
"If you see one movie this summer, see something else **SPOILERS**",,1.0,25 June 2003
Far Too Serious For Its' Own Good . . .,,7.0,6 February 2008
"Just awful, simply awful",,1.0,22 June 2003
