review_title,review_body,rating,review_date
"Best Omen movie since the first, original movie from 1976.","The First Omen is a prequel to the first Omen film from 1976. This prequel is directed by Arkasha Stevenson. This is her film directorial debut, before which she has only directed episodes of various TV series.

The young American Margaret (Neil Tiger Free) has been sent to Italy to live in the service of the church. During her time at the church, she learns about hidden, dark actions at the church as they seek to bring the Antichrist to life.

With this prequel they respond well to the original Omen film from 1976. This original film has already had sequels, spin-offs and a remake. All these films after the original Omen often did not work very successfully, but this new prequel seems to change that after years. With this prequel they respond well to the story that happened before the original film. They know how to create a good, exciting, but also equal atmosphere with this new Omen film. The only disadvantage of the fact that the film responds so well to the original Omen film is that it can make this prequel a bit predictable at times. As a connoisseur of the classic Omen film, you can anticipate this prequel.

In addition to the predictable aspects that the film can have for connoisseurs, the film also has an incorrect outcome date. This film is very similar to the horror film Immaculate, which was released in cinemas a week earlier. Due to the similar horror stories, it can feel a bit repetitive when you see these two films in two weeks in a row.

With horror aspects, with this film they do not play much on horror clichés such as lame jump scares, but manage to create a more religious horror atmosphere around the birth of the Antichrist. This is not a sadistic body horror film, but focuses more on the aspects involved in birth. They seem to have used so many real effects for this, which also made some more of the cast members ragged.

Nell Tiger Free also carries this film as the lead, who learns about dark secrets in her church. Together with the other cast members, she and the rest play the characters well and appropriately enough, making it seem like they are also from the 1976 film.",6.0,7 April 2024
What movie were you remaking?,"I'm going to rate this movie 7 but really give it 2 ratings As a horror movie: 8 As an Omen movie: 2

Let me say first that the original Omen is my favorite horror movie. Rosemary's baby, for several reasons, is my most hated horror movie

What we have here is a good take on Rosemary's baby.

Let me explain without spoilers why this isn't an Omen movie. The signature of the Omen franchise is that the deaths occur with a Rube Goldberg clockwork precision (later incorporated in the Final Destination films) coupled with an Alan Silvestri soundtrack that conveyed intent and malice. In short, it was clear that Satan was watching over his son. There were also cumbersome rules about how a mortal could kill the antichrist, all making for great tension.

The preview for this film hinted at this with scenes filmed in reverse....not in the movie. The first 2 deaths pay obvious homage to the original movie but lack the malice and intent. Later scenes don't even try

The final scene appears to take place 3-5 years after the rest of the story, making the final line laughably obsolete

There may be a plan to implement a parallel series of stories even as Omen 2 and maybe 3 happen undisturbed out of sight. If so, that could be fun storytelling. But unless they retcon the retcon, they won't be Omen storys.",7.0,6 April 2024
Decent movie with major flaws!,,6.0,28 May 2024
Absolutely brilliant,"The opening scene captured the eeriness of the originals. Yet this is a masterful film in its own right. Brilliantly executed by cast and crew, the editing is fantastic as are the performances. Nell Tiger Free has a scene reminiscent of Isabelle Adjani's subway scene in Possession (1981). She does a good job as lead, though I can see some of her work in Servant (2019) seep into her character here, so she still has some way to go as an actor-artist. Nonetheless she carries the film well and creates a believable performance.

The story is well crafted and the pace is good, I didn't once look at my watch for the duration of the film. In fact I wanted it to go on for longer.

It's rare these days to have such an enjoyable experience with horror at a cinema. Highly recommended and I hope to see a sequel to this.",9.0,4 April 2024
Mostly good prequel of a classic 70s film,,7.0,17 April 2024
Pales In Comparison To The Original,"Other than the opening scene, one would not even know this was a horror film for the first 45 minutes. The director needs to understand how to create an atmosphere of dread, using all the techniques available - music, camera placement, sound design, and actors to build upon each scene and increase the tension. Jump scares in horror are just cheap and lazy, and this director to the easy way out. Not only is this film not a bit frightening, but one cares very little for any of the characters. It honestly felt like an expensive student film. How this movie's budget was 30 million, I'll never know. It looked half that, at best. Stick with the original. Nothing new, here.",4.0,2 June 2024
"""The First Omen"" is a formidable film, the best horror film of the year so far.","""The First Omen"" is a film that can only be described positively, from wonderful, incredible, great, but the most accurate and correct is that the film is a masterpiece. The script is a prequel that tells us the story of Damien Thorn's birth, and it does so in an effective and gloomy way, at times it seems predictable but soon there are wonderfully designed twists, as well as including tribute scenes to the first film from 1976. The director Arkasha Stevenson's work is first class, she tells this story in a slow way that is full of emotions, together with the editing work, the film gives a result of art cinema, with the vein of current classics such as ""The VVitch"" (2015), ""Heriditary"" (2018) or ""Suspiria"" (2018) to name a few. The art direction and filming locations were carefully chosen, resulting in a visual delight that the cinematography manages to exalt in each scene. The costume design transports you to the beginning of the '70s, although sometimes it falls into anachronisms such as extras who wear costumes that belong to the mid- and late '70s and not the beginning of these, there is even disco music that in 1971 had not yet been played, an example is the classic ""Daddy Cool"" by Boney M. The soundtrack by Mark Korven is an auditory delight and evokes the soundtrack he made for ""The VVitch"" in 2015. The effects are well done, it is appreciated to be able to see old school special effects, with the exception of a couple of scenes that use digital effects but decent and moderately. The makeup effects are realistic and gloomy. The film, being a co-production between the United States, the United Kingdom, Italy, Canada and Serbia, provides elements that are reminiscent of Italian cinema from the '70s, in addition to paying tribute to classics such as ""Rosemary's Baby"" (1968), ""Suspiria"" (1977), ""Possession"" (1981) and remembering the atmosphere that ""The Omen"" trilogy gave a gift in its time. ""The First Omen"" is a formidable film, the best horror film of the year so far.",10.0,4 April 2024
The Origin Story of a Certain Politician~,,7.0,5 April 2024
An insult to the creators of the original,,1.0,6 April 2024
Gimme more!,"Just like everyone else I gotta say this was way better than I expected. I love the OG, not like the rest, never thought we needed a new movie in the franchise yet I ended up enjoying my time so much.

First off, it was a lovely made movie. The score, the makeup, especially set design were all amazing. Lead did a perfect job portraying the character as well. It was amazing how much effort was put on this movie.

Definitely a rewatchable and enjoyable piece of art. I love it when new horror releases are this good!

One specific scene made jump off my seat lol I loved it!

Also, certainly a must own on blu-ray!",7.0,18 April 2024
Great lore with a slow build,"This movie definitely isn't for everyone. It has a decent amount of horror and definitely some very unsettling scenes. Where the movie shines is its lore and world building. I have not watched the original in a long time and I immediately left this movie wanting to regal myself with what happens next in the universe.

The beginning of the movie is definitely on the slower side. This seemed to drag and be detrimental at first, however by the end of the movie I most certainly did not mind as it added to the story of the universe and everything came together well by the conclusion of the film.

If you are looking for instant gratification with hit you in the face scares this is not the movie for you. I do recommend if you are into a slow build, mystery and very intriguing story crafting.",7.0,9 April 2024
This Free Tiger 🐯 can act!,"Aside from this young actress being beautiful, lighting up and radiating the screen, she is a damn fine actress.

One of those rare actresses that can be mesmerizing and expressive without uttering a word.

Picture if you will, from both an acting perspective and physical appeal, if Claire Daines and Kristen Stewart had a Butt Baby it would be Nell Tiger Free.

I didn't recognize any of the others actor's name, except for Bill Nighy (not the Science Guy) who did an excellent job playing the Cardinal.

The ending is set up, almost too perfectly, for ""The Second Omen: Damien's Revenge.""

Turn Out Your Lights And Watch It.

Alone.

I just did and the timing couldn't have been worse.

Today's 6/6, an integral part to the movie, and it's freaking me the hell out!",7.0,7 June 2024
7.5 good horror,"This is a very decent horror movie; I loved the cinematography the different shots it showed the world of it beautifully. The main point that I loved about this movie that it didn't count on cheap jumpscare , but the jump scares it uses weren't preparing you for them so it's not predictable. The movies uses more stomach turning scenes which really sticks to your head. And the acting that stood out to me was the main one played by Nell tiger free who was great in her role and also father Brennan who was played by Ralph Ineson.

The only fault I had with the movie was the end which was a bit underwhelming but apart from that it was overall a decent 7.5 movie.",7.0,25 April 2024
Finally since 2020 back to the way of good old horror,"A prequel that actually works. Probably deserves a nine but gave it 10 to counteract all the ridiculous new-gen-age kids ratings.ha Movies like this prove Gen X is just in the waiting background. Get back the last 10 years of Rubbage media& television programming/movies. The birth scenes are a new level of what how did this get allowed on big screen?

Other than that... really decent and nice buildup. Although it might be too slow for this new everything fast smart phone generation ha ha. The end of this decade is gonna be some spectacle at least there's good reason and hope for horror movies. Didn't really want to write so much it's mandatory nowadays another thing I wonder about. Let's see now other than the movie Life there hasn't been too much good stuff since 2017.",10.0,9 June 2024
A good prequel to the original.,"In 1976 Richard Donner's The Omen, with Gregory Peck, had a lot of people glued to the big screen. That was for that time a good evil horror movie, even winning an academy award for music, not often a horror movie gets an award. A good soundtrack is essential to create an eerie atmosphere and in The Omen they got that right. Lots of sequels and remakes later, some good and bad, Arkasha Stevenson comes with The First Omen, a prequel to the original. I was curious about it as Damian is still a synonym my wife and I give to an evil maleducated child, half a century later. An interesting story, pleasant to follow, good acting, and again a good soundtrack made The First Omen a more than decent prequel. The fans should like it.",7.0,31 May 2024
Way To Destroy A Classic.,,1.0,18 April 2024
Review The First Omen (2024),"One of the best horror movies i've ever watched, absolutely mindblowing and creepy. For characters, settings and ambience, actings even the story. The most interesting that make me creeps just not from jumpscare or story but It make me feel what will be happens if this is happened before (In reality I mean).

This contains a flashback from The Omen at 1976 and 1978. For those who haven't watched it, better you watch The Omen 1976 and 1978 first.

Unfortunately this movie may contains some disturbing and gore scenes that makes unconfortable for some audience. SO VIEWER DISCRECTION IS HIGHLY ADVISED (ESPECIALLY FOR UNDER 17)

WELL DONE 👏👏",10.0,4 April 2024
Enjoyable and creepy,"I thought this an unnecessary prequel but I actually enjoyed it a lot.

This movie has a lot going for it. The cast are great. Nell Tiger Free is good as the lead and there's plenty of great support. Sonia Braga is suitably sinister, Bill Nighy is earnest and Ralph Inneson manages to give a bit of Patrick Troughton.

Fans of the original will spot plenty of callbacks or rather, as a prequel, plenty of foreshadowing I guess.

There's a handful of jump scares but overall there's a decent sense of foreboding and tension that grows as the movie progresses. I thought Arkasha Stephenson builds the atmosphere nicely.

There's a couple of scenes slightly more graphic than you might have expected. A little less 'subtly suggested' than previous franchise instalments.

This is a decent effort.",7.0,5 April 2024
"Long, boring, unoriginal and terrible in general","I was so bored from the beginning. I was just looking for something to look at while practicing guitar, and since I had been waiting for this movie for sometime now I watched it. Boy, was I bored. This is not a horror movie. You won't get chills, no jump scares, no quality sound design to make it suspenseful, terrible choir music trying to get under your skin. But the worst thing is that it is too long. Nothing happens, a plot twist no-one cares about, and an extremely long scene without dialogue. This is a 4.5 movie at best. You can't run a movie for two hours because it is a prequel to a meh horror movie to begin with. They could have easily made it 90 minutes and cut it in a way so it wouldn't be such a hot pile of stinking you-know-what. IMDB has lost its reputation for a long time now. Fake scores everywhere.",2.0,28 May 2024
"Good, but could have been so much better",,7.0,5 April 2024
